objid,ra,dec,u,g,r,i,z,specobjid,class,redshift,color
1.23765E+18,162.7279612,-0.970882486,19.49037,18.2175,17.42162,16.97952,16.68882,3.10815E+17,GALAXY,0.1156367,red
1.23765E+18,162.7997264,-1.045256905,19.1655,18.07046,18.21098,18.37862,18.57238,2.7123E+18,STAR,0.000592458,yellow
1.23765E+18,162.8093841,-0.973930463,17.61348,16.07891,15.48947,15.28356,15.18689,2.88118E+18,STAR,0.000190312,yellow
1.23765E+18,162.8970504,-1.047254012,17.22627,15.45379,14.81873,14.59723,14.48447,2.68978E+18,STAR,4.71E-05,yellow
1.23765E+18,162.7761506,-0.955235439,19.08307,17.67275,16.96354,16.57325,16.28621,3.10816E+17,GALAXY,0.0597514,red
1.23765E+18,162.8411225,-1.009334504,19.36181,18.16825,17.62504,17.39792,17.29436,2.68978E+18,STAR,0.000488068,yellow
1.23765E+18,162.88697,-1.002880575,17.79835,16.35954,15.67576,15.28575,14.9844,3.10816E+17,GALAXY,0.03730522,red
1.23765E+18,162.9638145,-0.878170696,17.00784,16.07094,15.73836,15.60719,15.55462,2.88118E+18,STAR,0.00071068,yellow
1.23765E+18,162.9643543,-0.854905185,15.92846,15.75834,15.68789,15.79105,15.2599,3.10817E+17,QSO,0.3589468,none
1.23765E+18,162.9797498,-0.893744848,19.30481,18.2557,17.84356,17.56442,17.36537,3.10804E+17,GALAXY,0.0485734,red
1.23765E+18,163.0632234,-0.964998595,17.85959,16.18301,15.56699,15.37634,15.28177,2.88118E+18,STAR,-5.05E-05,yellow
1.23765E+18,163.0620598,-0.95549272,18.42401,16.48616,15.58818,15.16028,14.82537,3.10806E+17,GALAXY,0.04899042,red
1.23765E+18,162.9443796,-0.920007262,19.04675,17.8448,17.28803,16.95378,16.77695,3.10818E+17,GALAXY,0.0823582,red
1.23765E+18,163.0141981,-1.017652731,19.58491,18.57561,17.67808,17.22836,16.93699,3.10804E+17,GALAXY,0.223468,red
1.23765E+18,163.1020174,-0.887508573,17.87044,16.75399,16.34901,16.19393,16.13444,2.88118E+18,STAR,-1.7E-05,yellow
1.23765E+18,163.1626574,-0.943445495,18.98361,17.83656,17.32091,17.11787,17.00929,3.10807E+17,STAR,0.000114978,yellow
1.23765E+18,163.090331,-0.843594812,19.11032,18.06835,17.6618,17.34074,17.25613,3.10809E+17,GALAXY,0.08386619,red
1.23765E+18,163.15046,-0.917234757,18.64009,17.05594,16.25369,15.80932,15.48454,3.10807E+17,GALAXY,0.08434325,red
1.23765E+18,163.1776402,-0.926396752,19.33939,17.72716,16.90447,16.45859,16.14578,3.10808E+17,GALAXY,0.08470514,red
1.23765E+18,163.5929159,-0.906219807,18.56139,16.76052,16.06365,15.81395,15.68069,3.10773E+17,STAR,-2.91E-06,yellow
1.23765E+18,163.6383429,-0.869652162,19.12334,18.21254,17.86785,17.73203,17.68303,4.24712E+18,STAR,0.000758047,yellow
1.23765E+18,163.6794939,-0.87505947,19.13235,17.135,16.20414,15.77855,15.45024,3.10776E+17,GALAXY,0.07515175,red
1.23765E+18,163.9566297,-1.007108565,18.63928,18.40783,18.72516,18.96407,19.11441,4.31784E+18,STAR,-0.000113937,yellow
1.23765E+18,163.834242,-0.943390113,17.92957,16.20432,15.3285,14.84212,14.48557,3.1076E+17,GALAXY,0.0747895,red
1.23765E+18,163.8158989,-0.928110079,18.95534,17.08021,16.13205,15.65296,15.25118,3.10762E+17,GALAXY,0.05176416,red
1.23765E+18,164.0001413,-0.95482227,18.39349,16.53366,15.56921,15.092,14.71846,3.10764E+17,GALAXY,0.07376982,red
1.23765E+18,164.0898765,-0.889000408,18.19049,16.85052,16.12945,15.67529,15.38433,3.10754E+17,GALAXY,0.07545097,red
1.23765E+18,164.1925042,-0.846054732,18.97626,18.03446,17.68962,17.57739,17.52023,4.24714E+18,STAR,4.03E-06,yellow
1.23765E+18,164.1260558,-0.84856516,19.32554,17.3354,16.4046,15.97445,15.63738,3.11957E+17,GALAXY,0.07552451,red
1.23765E+18,164.1523532,-0.990247421,18.85297,17.48134,16.86091,16.48637,16.23463,3.10752E+17,GALAXY,0.05539397,red
1.23765E+18,164.1900122,-0.878395457,18.78915,17.53583,16.91396,16.53786,16.29176,3.10752E+17,GALAXY,0.07356068,red
1.23765E+18,164.2268908,-0.919755342,19.57764,18.62945,18.26413,18.10023,18.02482,4.24715E+18,STAR,6.5E-05,yellow
1.23765E+18,164.3156522,-0.980575149,19.03454,17.84141,17.34953,17.01541,16.87057,3.10754E+17,GALAXY,0.0755645,red
1.23765E+18,164.3616955,-0.880134204,18.93401,17.78166,17.13355,16.73445,16.51227,3.10753E+17,GALAXY,0.0910571,red
1.23765E+18,164.2759011,-0.914477456,19.43435,18.26325,17.79818,17.46311,17.27473,3.11952E+17,GALAXY,0.0750734,red
1.23765E+18,164.6667637,-0.987072205,18.86893,17.77161,17.27226,16.92198,16.76753,3.11942E+17,GALAXY,0.09644709,red
1.23765E+18,221.7576158,0.621696381,19.48781,18.34975,18.32759,18.39081,18.48263,3.30353E+18,STAR,0.000779206,yellow
1.23765E+18,221.7112089,0.468614707,18.61506,17.66902,17.3256,17.07911,16.96687,3.46911E+17,GALAXY,0.055526,red
1.23765E+18,221.7667332,0.479062035,17.68773,16.15192,15.37372,14.9532,14.64231,4.52861E+18,GALAXY,0.05580719,red
